ID1,ID2,Latitude,Longitude,Elevation,Tmax_wt,Tmax_sp,Tmax_sm,Tmax_at,Tmin_wt,Tmin_sp,Tmin_sm,Tmin_at,Tave_wt,Tave_sp,Tave_sm,Tave_at,PPT_wt,PPT_sp,PPT_sm,PPT_at,Rad_wt,Rad_sp,Rad_sm,Rad_at,DD_0_wt,DD_0_sp,DD_0_sm,DD_0_at,DD5_wt,DD5_sp,DD5_sm,DD5_at,DD_18_wt,DD_18_sp,DD_18_sm,DD_18_at,DD18_wt,DD18_sp,DD18_sm,DD18_at,NFFD_wt,NFFD_sp,NFFD_sm,NFFD_at,PAS_wt,PAS_sp,PAS_sm,PAS_at,Eref_wt,Eref_sp,Eref_sm,Eref_at,CMD_wt,CMD_sp,CMD_sm,CMD_at,RH_wt,RH_sp,RH_sm,RH_at
0,43179650,30.893734,-91.240265,60,21.5,31.2,40.7,31.8,8.4,16.8,26.8,18.6,15,24,33.7,25.2,201,298,323,293,15.5,21.5,20.5,17.6,4,0,0,0,902,1736,2634,1829,335,41,0,40,76,579,1437,681,86,92,92,91,0,0,0,0,215,492,653,356,26,194,331,63,60,59,63,63
1,43179651,30.893254,-91.230873,61,21.5,31.2,40.7,31.7,8.4,16.8,26.8,18.6,14.9,24,33.7,25.2,201,298,324,293,15.5,21.5,20.5,17.6,4,0,0,0,901,1736,2634,1829,335,41,0,40,76,579,1436,681,86,92,92,91,0,0,0,0,215,492,653,356,25,194,330,63,60,59,63,63
2,43179652,30.892773,-91.221481,55,21.5,31.2,40.7,31.7,8.4,16.8,26.7,18.6,14.9,24,33.7,25.2,201,299,324,293,15.3,21.4,20.5,17.5,4,0,0,0,901,1735,2633,1828,336,41,0,40,75,578,1435,680,86,92,92,91,0,0,0,0,215,492,653,356,25,194,329,63,60,59,63,63
3,43179653,30.892291,-91.212097,46,21.6,31.2,40.7,31.8,8.4,16.8,26.8,18.7,15,24,33.7,25.2,201,298,324,293,15.2,21.4,20.5,17.4,4,0,0,0,904,1737,2635,1831,333,41,0,40,76,580,1437,683,86,92,92,91,0,0,0,0,215,492,653,357,25,194,329,63,60,59,63,63
4,43172364,30.903739,-91.277267,45,21.5,31.2,40.7,31.8,8.4,16.8,26.7,18.6,14.9,24,33.7,25.2,201,299,320,293,15.5,21.5,20.5,17.6,4,0,0,0,901,1735,2633,1828,335,41,0,40,76,578,1435,680,86,92,92,91,0,0,0,0,215,493,654,357,26,193,334,64,60,59,63,63
5,43172365,30.903264,-91.267883,45,21.5,31.2,40.7,31.8,8.4,16.8,26.7,18.6,14.9,24,33.7,25.2,201,299,321,293,15.3,21.4,20.5,17.5,4,0,0,0,901,1735,2634,1828,335,41,0,40,75,578,1436,680,86,92,92,91,0,0,0,0,215,492,653,357,26,193,333,64,60,59,63,63
6,43172366,30.902787,-91.258492,45,21.5,31.2,40.7,31.8,8.4,16.8,26.8,18.6,15,24,33.7,25.2,201,299,321,293,15.3,21.4,20.5,17.4,4,0,0,0,902,1736,2635,1829,335,41,0,40,76,579,1437,681,86,92,92,91,0,0,0,0,215,492,653,357,26,193,333,64,60,59,63,63
7,43172367,30.90231,-91.2491,58,21.5,31.2,40.7,31.8,8.4,16.8,26.8,18.6,14.9,24,33.7,25.2,201,299,322,292,15.6,21.5,20.5,17.6,4,0,0,0,901,1736,2635,1829,335,41,0,40,75,579,1437,681,86,92,92,91,0,0,0,0,215,492,653,357,26,193,331,64,60,59,63,63
8,43172368,30.901831,-91.239708,63,21.5,31.2,40.7,31.7,8.4,16.8,26.8,18.6,14.9,24,33.7,25.2,201,299,323,293,15.6,21.5,20.5,17.6,4,0,0,0,900,1735,2634,1828,336,41,0,40,75,578,1436,681,86,92,92,91,0,0,0,0,215,492,653,356,25,193,330,63,60,59,63,63
9,43172369,30.901351,-91.230316,60,21.5,31.2,40.7,31.7,8.4,16.8,26.8,18.6,14.9,24,33.7,25.2,202,299,323,293,15.5,21.4,20.5,17.6,4,0,0,0,900,1735,2634,1828,336,41,0,40,75,578,1436,680,86,92,92,91,0,0,0,0,215,492,653,356,25,193,330,63,60,59,63,63
10,43172370,30.90087,-91.220924,51,21.5,31.2,40.7,31.8,8.4,16.8,26.8,18.6,14.9,24,33.7,25.2,202,299,324,293,15.3,21.4,20.5,17.5,4,0,0,0,901,1735,2634,1828,335,41,0,40,76,578,1436,681,86,92,92,91,0,0,0,0,215,492,653,356,25,193,330,63,60,59,63,63
11,43172371,30.900388,-91.211533,46,21.5,31.2,40.7,31.8,8.4,16.8,26.8,18.7,15,24,33.7,25.2,202,299,324,293,15.2,21.4,20.5,17.4,4,0,0,0,903,1736,2635,1830,334,41,0,40,76,579,1437,682,86,92,92,91,0,0,0,0,215,492,653,357,25,193,329,62,60,59,63,63
12,43165078,30.913726,-91.314293,73,21.4,31.2,40.6,31.7,8.2,16.7,26.7,18.5,14.8,23.9,33.7,25.1,202,299,318,294,15.7,21.5,20.6,17.7,4,0,0,0,891,1727,2630,1820,343,42,0,42,73,572,1432,675,86,92,92,91,0,0,0,0,214,492,653,356,26,193,335,63,60,59,63,63
